id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,sqft_basement,yr_built,yr_renovated,Main_Genre,Genre_2,Genre_3,imdb_rating,length,rank_in_year,rating,studio,title,worldwide_gross,year
1939000040,20140820T000000,765000,4,2.5,3190,38119,3190,0,1988,0,Sci-Fi,Action,,6.7,129,8,R,Warner Bros,The Matrix Revolutions,427343298,2003
4174600331,20140717T000000,384000,6,3,2320,4502,1200,1120,1987,0,Sci-Fi,Adventure,Action,7.5,134,9,PG-13,20th Century Fox,X2,407711549,2003
6751300385,20150424T000000,575000,3,2,1730,9030,1730,0,1956,0,Crime,Comedy,Action,6.5,147,10,R,Columbia Pictures,Bad Boys II,273339556,2003
2113701100,20140826T000000,294010,3,1.75,1550,4057,830,720,1945,0,Fantasy,Adventure,,8.7,179,1,PG-13,Warner Bros,The Lord of the Rings: The Two Towers,926287400,2002
8154100020,20140906T000000,248500,3,1.75,2090,12026,2090,0,1948,0,Fantasy,Family,Adventure,7.3,161,2,PG,Warner Bros,Harry Potter and the Chamber of Secrets,878643482,2002
7923500060,20140922T000000,713000,5,2.75,2580,9242,1720,860,1967,0,Adventure,Action,,7.3,121,3,PG-13,Columbia Pictures,Spider-Man,821708551,2002
8924100370,20140915T000000,1210000,4,3.5,3590,5335,3140,450,2006,0,Fantasy,Adventure,Action,6.7,142,4,PG,20th Century Fox,Star Wars Episode II: Attack of the Clones,649398328,2002
9320990120,20140703T000000,345000,4,2.5,2040,5523,2040,0,1999,0,Fantasy,Comedy,Action,6,88,5,PG-13,Columbia Pictures,Men in Black II,441818803,2002
9363600457,20140603T000000,785200,3,2.25,1840,3500,1540,300,1910,0,Crime,Adventure,Action,6.1,133,6,PG-13,Metro-Goldwyn-Mayer,Die Another Day,431971116,2002
8825900410,20150218T000000,945000,4,2.5,2910,4680,1850,1060,1937,0,Thriller,Sci-Fi,Drama,6.7,106,7,PG-13,Walt Disney Pictures,Signs,408247917,2002
6146600170,20140703T000000,100000,2,0.75,660,5240,660,0,1912,0,Comedy,Animation,Adventure,7.6,81,8,PG,20th Century Fox,Ice Age,383257136,2002
3959400645,20150107T000000,605000,5,3,3670,9600,1980,1690,1955,0,Romance,Comedy,,6.6,95,9,PG,IFC Films,My Big Fat Greek Wedding,368744044,2002
4233800020,20141008T000000,270000,4,2.5,2701,5821,2701,0,2013,0,Sci-Fi,Mystery,Action,7.7,145,10,PG-13,DreamWorks,Minority Report,358372926,2002
3586500700,20140709T000000,749950,4,2.75,2910,18700,2210,700,1957,1995,Fantasy,Family,Adventure,7.5,152,1,PG,Warner Bros,Harry Potter and the Sorcerer's Stone,974733550,2001
7522600110,20141229T000000,275000,3,2,1540,10410,1540,0,1967,0,Fantasy,Adventure,,8.8,178,2,PG-13,Warner Bros,The Lord of the Rings: The Fellowship of the Ring,870761744,2001
8106300510,20141229T000000,485000,5,2.5,3270,6129,3270,0,2004,0,Comedy,Animation,Adventure,8.1,92,3,G,Pixar,"Monsters, Inc.",525366597,2001
7399800150,20140606T000000,535500,3,1.5,1730,40250,1730,0,1983,0,Comedy,Animation,Adventure,7.9,90,4,PG,DreamWorks,Shrek,484409218,2001
4024101052,20141217T000000,305500,3,1,1240,6090,1240,0,1950,0,Thriller,Crime,,7.8,116,5,PG-13,Warner Bros,Ocean's Eleven,450717150,2001
1423089162,20141031T000000,415900,3,2.5,1670,22703,1310,360,1988,0,Romance,Drama,Action,6,183,6,PG-13,Walt Disney Pictures,Pearl Harbor,449220945,2001
1005000250,20150130T000000,350000,2,1,840,5551,840,0,1952,0,Fantasy,Adventure,Action,6.3,130,7,PG-13,Universal Pictures,The Mummy Returns,433013274,2001
7853370440,20141121T000000,637850,5,3.25,3340,4900,2500,840,2014,0,Sci-Fi,Adventure,Action,5.9,92,8,PG-13,Universal Pictures,Jurassic Park III,368780809,2001
7149410060,20140820T000000,165000,3,1.5,1250,7200,1250,0,1978,0,Sci-Fi,Adventure,Action,5.7,119,9,PG-13,20th Century Fox,Planet of the Apes,362211740,2001
7570050070,20150205T000000,419900,5,3.5,2880,5000,2260,620,2012,0,Thriller,Drama,Crime,6.7,131,10,R,Metro-Goldwyn-Mayer,Hannibal,351692268,2001
3021059197,20141021T000000,247200,3,1.5,1910,10583,1910,0,1922,1967,Thriller,Adventure,Action,6,123,1,PG-13,Paramount Pictures,Mission: Impossible II,546388105,2000
2140700190,20150410T000000,515000,4,2.5,1850,9248,1850,0,1997,0,Drama,Action,,8.5,155,2,R,DreamWorks,Gladiator,457640427,2000
1868901120,20140606T000000,660000,3,1.75,1980,3300,1140,840,1926,0,Drama,Adventure,,7.7,143,3,PG-13,20th Century Fox,Cast Away,429632142,2000
2804600005,20141219T000000,1050000,3,2,2090,4077,1530,560,1931,0,Romance,Fantasy,Comedy,6.4,127,4,PG-13,Paramount Pictures,What Women Want,374111707,2000
3580900200,20140617T000000,440000,4,2,1450,8400,1450,0,1962,0,Animation,Animation,Adventure,6.4,82,5,PG,Walt Disney Pictures,Dinosaur,349822765,2000
726049190,20141002T000000,287500,3,1,1810,7200,1130,680,1954,0,Fantasy,Family,Comedy,6,104,6,PG,Universal Pictures,How the Grinch Stole Christmas,345141403,2000
3025059072,20140725T000000,1750000,4,2.5,3910,22710,3910,0,1908,2003,Comedy,,,7,108,7,PG-13,Universal Pictures,Meet the Parents,330444045,2000
2473450870,20141006T000000,325000,3,2.25,2480,8755,2480,0,1979,0,Drama,Adventure,Action,6.4,130,8,PG-13,Warner Bros,The Perfect Storm,328718434,2000
9808630260,20150318T000000,1020000,3,2.5,2605,2216,2090,515,1979,0,Sci-Fi,Adventure,Action,7.4,104,9,PG-13,20th Century Fox,X-Men,296339527,2000
6099400140,20140904T000000,230000,5,1,1920,19040,1160,760,1961,0,Thriller,Horror,Drama,6.6,130,10,PG-13,DreamWorks,What Lies Beneath,291420351,2000
2922701085,20150327T000000,543000,2,1,1070,4700,1070,0,1910,0,Fantasy,Adventure,Action,6.6,136,1,PG,20th Century Fox,Star Wars Episode I: The Phantom Menace,924317558,1999
620069061,20150507T000000,450000,3,2.5,2880,426452,2880,0,1979,0,Thriller,Mystery,Drama,8.2,107,2,PG-13,Walt Disney Pictures,The Sixth Sense,672806292,1999
1245001763,20150303T000000,670000,4,2.5,2110,7291,2110,0,1977,0,Comedy,Animation,Adventure,7.9,92,3,G,Walt Disney Pictures,Toy Story 2,485015179,1999
3885807362,20140604T000000,791000,3,2.25,2430,5500,1810,620,1989,0,Sci-Fi,Action,,8.7,136,4,R,Warner Bros,The Matrix,460379930,1999
4136890560,20150430T000000,346300,4,2.5,2590,11018,2590,0,1998,0,Drama,Animation,Adventure,7.2,88,5,G,Walt Disney Pictures,Tarzan,448191819,1999
3034200247,20150206T000000,360000,3,1.75,1950,7260,1520,430,1957,0,Fantasy,Adventure,Action,7,125,6,PG-13,Universal Pictures,The Mummy,415933406,1999
5379804537,20140826T000000,270000,3,2.25,1760,8287,1160,600,1986,0,Romance,Drama,Comedy,7,124,7,PG-13,Universal Pictures,Notting Hill,363889678,1999
4137030040,20140612T000000,299995,3,2.5,1970,7500,1970,0,1988,0,Crime,Adventure,Action,6.4,128,8,PG-13,Metro-Goldwyn-Mayer,The World Is Not Enough,361832400,1999
4364700595,20140818T000000,333000,3,1,1050,7560,1050,0,1951,0,Romance,Drama,,8.4,122,9,R,DreamWorks,American Beauty,356296601,1999
822039146,20150219T000000,485000,3,2,2410,50654,2410,0,1995,0,Comedy,Adventure,Action,6.6,95,10,PG-13,Warner Bros,Austin Powers: The Spy Who Shagged Me,312016858,1999
8118600080,20150220T000000,565000,4,2,2070,7980,2070,0,1940,0,Sci-Fi,Adventure,Action,6.6,151,1,PG-13,Walt Disney Pictures,Armageddon,553709788,1998
4123840470,20150224T000000,408000,3,2.5,2620,8403,2620,0,1991,0,War,Drama,Action,8.6,169,2,R,DreamWorks,Saving Private Ryan,481840909,1998
8122101115,20150421T000000,435000,4,2.5,2180,6500,1410,770,1945,0,Thriller,Sci-Fi,Action,5.3,139,3,PG-13,Sony Pictures,Godzilla,379014294,1998
1223089083,20141028T000000,750000,3,2.75,3010,206910,3010,0,2001,0,Romance,Comedy,,7.1,119,4,R,20th Century Fox,There's Something About Mary,369884651,1998
522039106,20140606T000000,160000,3,1,1210,103237,1210,0,1918,1960,Comedy,Animation,Adventure,7.2,95,5,G,Walt Disney Pictures,A Bug's Life,363398565,1998
6150700169,20140609T000000,304700,2,1,740,5995,740,0,1949,0,Sci-Fi,Drama,Action,6.1,120,6,PG-13,DreamWorks,Deep Impact,349464664,1998
3308030100,20140925T000000,465000,4,2.5,3050,32450,1550,1500,1983,0,Family,Animation,Adventure,7.5,88,7,G,Walt Disney Pictures,Mulan,304320254,1998
2501600150,20150310T000000,194000,4,2,1760,7700,1760,0,1962,0,Fantasy,Family,Comedy,5.3,85,8,PG-13,20th Century Fox,Dr. Dolittle,294456605,1998
522079067,20150408T000000,649950,3,2.5,3310,387684,2160,1150,1919,1996,Romance,Drama,Comedy,7.2,123,9,R,Universal Pictures,Shakespeare in Love,289317794,1998
3579700015,20150227T000000,295000,4,1.75,1400,11934,1050,350,1961,0,Thriller,Crime,Action,6.6,127,10,R,Warner Bros,Lethal Weapon 4,285444603,1998
2326600150,20150422T000000,775900,3,2.5,2700,5764,2700,0,2014,0,Romance,Drama,,7.7,194,1,PG-13,Paramount Pictures,Titanic,1843201268,1997
7304300470,20140904T000000,375000,3,1.75,1260,11224,1260,0,1947,0,Sci-Fi,Adventure,Action,6.5,129,2,PG-13,Universal Pictures,The Lost World: Jurassic Park,618638999,1997
1828000230,20140714T000000,498000,3,2,1620,8400,1180,440,1968,0,Sci-Fi,Comedy,,7.2,98,3,PG-13,Columbia Pictures,Men in Black,589390539,1997
9274200028,20150219T000000,386950,3,2.5,1070,1089,900,170,2009,0,Thriller,Adventure,Action,6.5,119,4,PG-13,Metro-Goldwyn-Mayer,Tomorrow Never Dies,333011068,1997
9187200275,20150420T000000,905000,4,2.25,2240,5000,1770,470,1900,2014,Drama,Adventure,Action,6.4,124,5,R,Columbia Pictures,Air Force One,315156409,1997
3356402232,20140924T000000,179900,3,1.75,1230,12000,1230,0,1970,0,Romance,Drama,Comedy,7.8,139,6,PG-13,Sony Pictures,As Good as It Gets,314178011,1997
2206500430,20140709T000000,525000,4,1.75,1710,10440,1710,0,1955,0,Comedy,,,6.8,86,7,PG-13,Universal Pictures,Liar Liar,302710615,1997
3416601021,20140926T000000,569500,4,1,1960,3194,1960,0,1907,0,Romance,Comedy,,6.3,105,8,PG-13,Sony Pictures,My Best Friend's Wedding,299288605,1997
3013300085,20140515T000000,744000,4,3,1980,5352,1980,0,1941,2005,Sci-Fi,Adventure,Action,7.6,126,9,PG-13,Columbia Pictures,The Fifth Element,263920180,1997
2025700260,20150325T000000,259500,3,2.25,1490,7589,1490,0,1993,0,Music,Drama,Comedy,7.2,91,10,R,20th Century Fox,The Full Monty,257850122,1997
4038400130,20140711T000000,412000,4,1.75,1430,10500,1130,300,1960,0,Sci-Fi,Adventure,Action,6.9,145,1,PG-13,20th Century Fox,Independence Day,817400891,1996
1137400050,20140925T000000,425000,4,2.5,2480,4504,2480,0,2005,0,Drama,Adventure,Action,6.2,113,2,PG-13,Warner Bros,Twister,494471524,1996
8813400155,20141219T000000,808000,8,3.75,3460,4600,2860,600,1987,0,Thriller,Adventure,Action,7.1,110,3,PG-13,Paramount Pictures,Mission: Impossible,457696359,1996
7548301056,20140609T000000,345000,2,1.5,1340,1210,1120,220,2008,0,Thriller,Adventure,Action,7.4,136,4,R,Walt Disney Pictures,The Rock,335062621,1996
9272201704,20140512T000000,369000,2,2.5,980,895,670,310,2009,0,Family,Drama,Animation,6.9,91,5,G,Walt Disney Pictures,The Hunchback of Notre Dame,325338851,1996
7852110740,20141112T000000,645500,4,2.5,2990,8622,2990,0,2000,0,Family,Comedy,Adventure,5.6,103,6,G,Walt Disney Pictures,101 Dalmatians,320689294,1996
6306800050,20140925T000000,486940,4,2.5,3250,13360,3250,0,2014,0,Thriller,Crime,,6.6,121,7,R,Walt Disney Pictures,Ransom,309492681,1996
3630120050,20140625T000000,565000,2,1.75,1670,4008,1670,0,2005,0,Sci-Fi,Romance,Comedy,5.5,95,8,PG-13,Universal Pictures,The Nutty Professor,273961019,1996
1250200345,20141024T000000,230000,3,1,680,2400,680,0,1903,0,Romance,Drama,Comedy,7.3,139,9,R,Sony Pictures,Jerry Maguire,273552592,1996
8651611640,20150424T000000,782500,3,2.5,3750,7821,3750,0,2001,0,Thriller,Drama,Action,6,115,10,R,Warner Bros,Eraser,242295562,1996
6362900172,20140923T000000,499950,3,3.5,1820,1991,1430,390,2014,0,Thriller,Adventure,Action,7.6,131,1,R,20th Century Fox,Die Hard with a Vengeance,366101766,1995
7852090180,20140804T000000,538500,3,3.5,2500,4270,2500,0,2000,0,Comedy,Animation,Adventure,8.3,81,2,G,Walt Disney Pictures,Toy Story,361958736,1995
8645540290,20141126T000000,358000,5,2.5,2390,8775,1270,1120,1980,0,History,Drama,Adventure,7.6,140,3,PG,Universal Pictures,Apollo 13,353471312,1995
2911700010,20150303T000000,1080000,3,2.5,2240,21477,2240,0,1995,0,Thriller,Adventure,Action,7.2,130,4,PG-13,Metro-Goldwyn-Mayer,GoldenEye,352194034,1995
9541600015,20150211T000000,660000,4,2.25,2010,15375,2010,0,1957,0,Drama,Animation,Adventure,6.6,81,5,G,Walt Disney Pictures,Pocahontas,346079773,1995
7812800515,20141025T000000,159075,4,1.5,1580,6200,790,790,1944,0,Fantasy,Adventure,Action,5.4,121,6,PG-13,Warner Bros,Batman Forever,336529144,1995
3528960020,20140708T000000,673000,3,2.75,2830,3496,2830,0,2012,0,Thriller,Drama,Thriller,8.7,127,7,R,Warner Bros,Seven,327311859,1995
1872900076,20140620T000000,979000,3,1.5,1700,14133,1700,0,1954,0,Fantasy,Family,Comedy,6,100,8,PG,Universal Pictures,Casper,287928194,1995
7714000070,20150205T000000,378000,4,2.5,2790,4650,2790,0,2004,0,Sci-Fi,Adventure,Action,6.1,135,9,PG-13,Universal Pictures,Waterworld,264218220,1995
7300200550,20150319T000000,659000,4,2.25,2610,24931,2610,0,1983,0,Fantasy,Family,Adventure,6.8,104,10,PG,Sony Pictures,Jumanji,262797249,1995
9264030470,20140611T000000,455000,4,2.5,3170,10688,3170,0,2001,0,Drama,Animation,Adventure,8.5,89,1,G,Walt Disney Pictures,The Lion King,768625889,1994
7796100080,20140520T000000,925000,4,2.25,2260,41984,2260,0,1967,0,Romance,Drama,,8.8,142,2,PG-13,Paramount Pictures,Forrest Gump,677387716,1994
3530440140,20150505T000000,276200,2,1.75,1370,4495,1370,0,1975,0,Thriller,Comedy,Action,7.2,141,3,R,20th Century Fox,True Lies,378882411,1994
6083000123,20150504T000000,158000,3,1,1140,10477,1140,0,1942,0,Fantasy,Crime,Comedy,6.8,101,4,PG-13,Warner Bros,The Mask,351583407,1994
1402950550,20150107T000000,332000,4,2.5,2470,7780,2470,0,2002,0,Thriller,Crime,Action,7.2,116,5,R,20th Century Fox,Speed,350448145,1994
3449820380,20150402T000000,564450,3,2.5,2710,6174,2710,0,1998,0,Fantasy,Family,Comedy,4.8,91,6,PG,Universal Pictures,The Flintstones,341631208,1994
7527200360,20140611T000000,545000,3,2.5,2180,15693,1850,330,1979,0,Comedy,,,7.3,107,7,PG-13,Warner Bros,Dumb and Dumber,247275374,1994
7443000480,20150507T000000,865000,4,2,2750,5527,2130,620,1901,1987,Romance,Drama,Comedy,7.1,117,8,R,Universal Pictures,Four Weddings and a Funeral,245700832,1994
2826049234,20150114T000000,425000,3,2.25,1820,8814,1280,540,1967,0,Romance,Horror,,7.6,123,9,R,Warner Bros,Interview with the Vampire: The Vampire Chronicles,223664608,1994
2695600070,20140818T000000,345000,2,1,1350,4494,920,430,1949,0,Drama,Crime,Action,6.9,141,10,PG-13,Paramount Pictures,Clear and Present Danger,215887717,1994
2419700080,20150505T000000,915000,4,2.5,2910,4356,2910,0,2010,0,Thriller,Sci-Fi,Adventure,8,127,1,PG-13,Universal Pictures,Jurassic Park,914691118,1993
5315100784,20150424T000000,1200000,4,2.5,3240,13044,3240,0,1984,0,Family,Drama,Comedy,6.9,125,2,PG-13,20th Century Fox,Mrs. Doubtfire,441286195,1993
2423069164,20150410T000000,500000,3,2,1990,65340,1990,0,1986,0,Crime,Adventure,Action,7.8,130,3,PG-13,Warner Bros,The Fugitive,368875760,1993
3782400040,20150508T000000,396000,3,2.25,1680,9766,1680,0,1989,0,History,Drama,Biography,8.9,195,4,R,Universal Pictures,Schindler's List,321306305,1993
985001015,20140604T000000,135000,1,1,790,13062,790,0,1942,0,Thriller,Mystery,Drama,6.8,154,5,R,Paramount Pictures,The Firm,270248367,1993
248000240,20140715T000000,219000,3,1.5,1060,9600,1060,0,1962,0,Romance,Drama,,5.8,117,6,R,Paramount Pictures,Indecent Proposal,266614059,1993
7852090680,20150305T000000,561000,4,2.5,2550,5395,2550,0,2001,0,Thriller,Adventure,Action,6.3,112,7,R,Sony Pictures,Cliffhanger,255000211,1993
1454600266,20141027T000000,925000,4,3.75,4420,9492,3420,1000,1962,2005,Romance,Drama,Comedy,6.8,105,8,PG,Sony Pictures,Sleepless in Seattle,227799884,1993
1774230180,20140917T000000,696500,5,2.25,3210,61419,3210,0,1979,0,Drama,,,7.7,125,9,PG-13,Sony Pictures,Philadelphia,206678440,1993
1601600167,20140507T000000,365000,5,2.75,2410,5003,1410,1000,2008,0,Drama,Crime,Action,6.5,141,10,PG-13,Warner Bros,The Pelican Brief,195268056,1993
8731730710,20140728T000000,215000,3,1,1180,9000,1180,0,1970,0,Comedy,Animation,Adventure,8,90,1,G,Walt Disney Pictures,Aladdin,504050219,1992
3020079078,20141027T000000,487000,6,3.25,4750,248600,4750,0,1947,0,Music,Drama,Action,6.1,129,2,R,Warner Bros,The Bodyguard,411006740,1992
1115800110,20150109T000000,524000,3,1.5,1310,9471,1310,0,1970,0,Family,Comedy,Adventure,6.5,120,3,PG,20th Century Fox,Home Alone 2: Lost in New York,358994850,1992
3834500195,20140707T000000,527000,6,3.5,3000,8401,1500,1500,1979,0,Thriller,Mystery,Drama,6.9,127,4,R,Sony Pictures,Basic Instinct,352927224,1992
4310702918,20141030T000000,345000,2,2.25,1110,1290,1110,0,2006,0,Thriller,Crime,Action,6.7,118,5,R,Warner Bros,Lethal Weapon 3,321731527,1992
1687000270,20140528T000000,267000,3,2.5,2495,4400,2495,0,2007,0,Action,,,7,126,6,PG-13,Warner Bros,Batman Returns,266822354,1992
9268851800,20140505T000000,415000,3,2.25,1620,998,1540,80,2010,0,Thriller,Drama,,7.6,138,7,R,Columbia Pictures,A Few Good Men,243240178,1992
6127600036,20141105T000000,799000,4,2.75,2390,6820,2140,250,1945,0,Music,Comedy,,6.2,100,8,PG,Walt Disney Pictures,Sister Act,231605150,1992
3298200320,20140624T000000,445000,4,1.75,1250,7400,1250,0,1959,0,Romance,Horror,,7.5,128,9,R,Columbia Pictures,Bram Stoker's Dracula,215862692,1992
4440900040,20140505T000000,379950,4,1.75,1970,9389,1140,830,1960,0,Music,Comedy,,7,94,10,PG-13,Paramount Pictures,Wayne's World,183097323,1992
3541600210,20140618T000000,410000,4,2,1970,10500,1820,150,1961,0,Sci-Fi,Action,,8.5,137,1,R,Sony Pictures,Terminator 2: Judgment Day,519843345,1991
5710610430,20150313T000000,517500,3,1.75,1810,10625,1370,440,1973,0,Drama,Adventure,Action,6.9,143,2,PG-13,Warner Bros,Robin Hood: Prince of Thieves,390493908,1991
1005000220,20150310T000000,410000,2,1,2020,7540,1010,1010,1921,0,Fantasy,Family,Animation,8,84,3,G,Walt Disney Pictures,Beauty and the Beast,351863363,1991
2787250190,20140717T000000,645000,4,2.5,2860,14000,2860,0,1995,0,Family,Comedy,Adventure,6.7,142,4,PG,Sony Pictures,Hook,300854823,1991
9266701085,20140603T000000,409950,2,1.75,1370,5125,1370,0,1944,0,Thriller,,,8.6,118,5,R,Metro-Goldwyn-Mayer,The Silence of the Lambs,272742922,1991
2423600100,20140502T000000,491500,4,1.75,2190,125452,2190,0,1968,0,Thriller,History,Drama,8,189,6,R,Warner Bros,JFK,205405498,1991
2250000010,20141205T000000,294450,4,2.25,1400,7341,1300,100,1961,0,Fantasy,Comedy,,6.8,99,7,PG-13,Paramount Pictures,The Addams Family,191502426,1991
3438501081,20141215T000000,315000,3,1,970,6828,970,0,1928,0,Thriller,Crime,,7.3,128,8,R,Universal Pictures,Cape Fear,182291969,1991
624110020,20140925T000000,730000,3,3,3460,13129,2560,900,1988,0,Comedy,,,6.7,84,9,PG-13,20th Century Fox,Hot Shots!,181096164,1991
7173700524,20140924T000000,410000,2,1.5,1660,4000,1000,660,1950,0,Comedy,Western,,6.7,113,10,PG-13,Columbia Pictures,City Slickers,179033791,1991
822069112,20150423T000000,1350000,4,4.75,5230,89298,5230,0,2002,0,Romance,Fantasy,Drama,7,127,1,PG-13,Paramount Pictures,Ghost,505702588,1990
2592210510,20150217T000000,850000,3,2.5,3120,12406,1940,1180,1983,0,Family,Comedy,,7.4,103,2,PG,20th Century Fox,Home Alone,476684675,1990
8732030490,20141222T000000,261500,4,2.5,2460,7800,1500,960,1977,0,Romance,Comedy,,6.9,119,3,R,Walt Disney Pictures,Pretty Woman,463406268,1990
2475200870,20140917T000000,250000,2,1.5,1200,5773,1200,0,1985,0,Drama,Western,Adventure,8,181,4,PG-13,Metro-Goldwyn-Mayer,Dances with Wolves,424208848,1990
8010100135,20141030T000000,580000,3,1.5,1800,6250,1420,380,1947,0,Action,Sci-Fi,Mystery,7.5,113,5,R,Sony Pictures,Total Recall,261336002,1990
7504400750,20150105T000000,652427,4,2.25,2770,13129,2770,0,1979,0,Romance,Comedy,Adventure,7.4,118,6,PG,Universal Pictures,Back to the Future Part III,244527583,1990
3756500060,20150309T000000,438000,3,1.75,1780,9660,1780,0,1962,0,Thriller,Action,,7.1,124,7,R,20th Century Fox,Die Hard 2,240031094,1990
9297301015,20150408T000000,277284,3,1.75,1030,4800,930,100,1927,0,Thriller,Drama,Crime,6.9,127,8,R,Warner Bros,Presumed Innocent,221303188,1990
6639900219,20150511T000000,419900,3,2.5,1630,1755,1320,310,1997,0,Comedy,Adventure,Action,6.7,93,9,PG,Warner Bros,Teenage Mutant Ninja Turtles,201965915,1990
2868300061,20140918T000000,272000,4,1.75,1390,10660,1030,360,1960,0,Crime,Comedy,Action,6,111,10,PG-13,Universal Pictures,Kindergarten Cop,201957688,1990
9478500180,20140828T000000,317750,3,2.5,1980,4500,1980,0,2012,0,Adventure,Action,,8.3,127,1,PG-13,Paramount Pictures,Indiana Jones and the Last Crusade,474171806,1989
7663700968,20140528T000000,565000,7,4.5,4140,9066,2070,2070,1978,0,Adventure,Action,,7.6,126,2,PG-13,Warner Bros,Batman,411348924,1989
9512500720,20150428T000000,500000,5,2.5,2030,8400,1330,700,1968,0,Sci-Fi,Comedy,Adventure,7.8,108,3,PG,Universal Pictures,Back to the Future Part II,331950002,1989
9521100585,20140613T000000,499950,3,1,1830,3000,1430,400,1926,0,Romance,Comedy,,5.8,93,4,PG-13,Sony Pictures,Look Who's Talking,296999813,1989
7202360760,20140711T000000,790000,4,2.5,3500,9198,3500,0,2004,0,Drama,,,8,128,5,PG,Walt Disney Pictures,Dead Poets Society,235860116,1989
5450900140,20140508T000000,830000,5,3,3040,9601,1970,1070,1968,0,Thriller,Crime,Action,7.2,114,6,R,Warner Bros,Lethal Weapon 2,227853986,1989
4232900940,20140522T000000,926300,3,1.5,1660,4800,1660,0,1907,0,Family,Comedy,Adventure,6.2,93,7,PG,Walt Disney Pictures,"Honey, I Shrunk the Kids",222724172,1989
2597550090,20140905T000000,455000,5,2.25,3470,28212,2790,680,1978,0,Horror,Fantasy,Comedy,6.5,108,8,PG,Columbia Pictures,Ghostbusters II,215394738,1989
1231000660,20140521T000000,525000,3,1,1450,4000,950,500,1948,0,Fantasy,Family,Animation,7.6,83,9,G,Walt Disney Pictures,The Little Mermaid,184155863,1989
8898700680,20140730T000000,295500,3,1.75,1330,10523,1000,330,1981,0,War,Drama,Biography,7.2,145,10,R,Universal Pictures,Born on the Fourth of July,161001698,1989
7575610170,20150423T000000,200000,4,2.75,2210,13235,1730,480,1988,0,Drama,,,8,133,1,R,Metro-Goldwyn-Mayer,Rain Man,172825435,1988
7199330370,20150309T000000,385000,3,1.75,1200,7360,1200,0,1978,0,Crime,Comedy,Animation,7.7,104,2,PG,Walt Disney Pictures,Who Framed Roger Rabbit,156452370,1988
8121100147,20140714T000000,390000,3,2.25,1640,2875,1240,400,1983,0,Romance,Comedy,,6.9,116,3,R,Paramount Pictures,Coming to America,128152301,1988
2112700280,20140811T000000,295000,3,1.75,1440,4000,1050,390,1979,0,Fantasy,Drama,Comedy,7.3,104,4,PG,20th Century Fox,Big,114968774,1988
5101402428,20141112T000000,790000,4,2.5,2560,12760,1760,800,1949,0,Comedy,,,5.9,107,5,PG,Universal Pictures,Twins,111938388,1988
301402120,20140625T000000,240000,3,2.25,1481,2820,1481,0,2012,0,Comedy,Adventure,Action,5.5,108,6,PG,Paramount Pictures,"""Crocodile"" Dundee II",109306210,1988
2493200215,20141231T000000,582000,3,1.75,1820,3140,1820,0,1949,1990,Thriller,Action,,8.3,131,7,R,20th Century Fox,Die Hard,83008852,1988
9831200221,20140710T000000,670000,3,2.5,1420,1438,1280,140,2003,0,Crime,Comedy,,7.6,85,8,PG-13,Paramount Pictures,The Naked Gun: From the Files of Police Squad!,78756177,1988
3361401977,20140826T000000,250000,3,2.25,1560,15340,1560,0,1997,0,Romance,Drama,Comedy,5.8,104,9,R,Walt Disney Pictures,Cocktail,78222753,1988
3293700521,20150414T000000,389000,3,1.75,1820,8028,1220,600,1980,0,Comedy,,,7.4,92,10,PG,Warner Bros,Beetlejuice,73707461,1988
3892500070,20140728T000000,1480000,3,3.5,4070,26000,4070,0,1991,0,Family,Drama,Comedy,5.8,102,1,PG,Walt Disney Pictures,Three Men and a Baby,167780960,1987
1565600130,20140821T000000,275000,5,1.75,2180,9178,1140,1040,1963,0,Thriller,Drama,,6.9,119,2,R,Paramount Pictures,Fatal Attraction,156645693,1987
7390400069,20150327T000000,450000,2,2.75,2810,11205,1510,1300,1968,0,Crime,Comedy,Action,6.4,100,3,R,Paramount Pictures,Beverly Hills Cop II,153665036,1987
9532000500,20140801T000000,415000,3,2.5,1610,3600,1610,0,2010,0,War,Drama,Comedy,7.3,121,4,R,Walt Disney Pictures,"Good Morning, Vietnam",123922370,1987
6056100165,20141201T000000,175003,3,1.5,1390,1882,1390,0,2014,0,Romance,Drama,Comedy,7.1,102,5,PG,Metro-Goldwyn-Mayer,Moonstruck,80640528,1987
2817900100,20150330T000000,450000,3,2.75,2840,39324,2200,640,1988,0,Thriller,Drama,Crime,8,119,6,R,Paramount Pictures,The Untouchables,76270454,1987
5457801925,20150411T000000,885000,4,3.75,2400,3520,1370,1030,1924,2005,Comedy,,,6.4,111,7,PG-13,Universal Pictures,The Secret of My Success,66995000,1987
7518503200,20140701T000000,459500,2,1,1250,3825,850,400,1929,0,Thriller,Comedy,,6.6,117,8,R,Walt Disney Pictures,Stakeout,65673230,1987
3304300300,20150507T000000,579950,4,2.75,2460,8643,2460,0,2011,0,Thriller,Crime,Action,7.6,110,9,R,Warner Bros,Lethal Weapon,65207127,1987
1954420380,20150330T000000,485000,3,2.25,1570,6810,1180,390,1988,0,Horror,Fantasy,Comedy,6.5,118,10,R,Warner Bros,The Witches of Eastwick,63766510,1987
3888100030,20140714T000000,410000,3,2,1270,10227,1270,0,1968,0,Romance,Drama,Action,6.8,110,1,PG,Paramount Pictures,Top Gun,176781728,1986
